Country,Authority,Measure,Year,Patents
Portugal,United States Patent and Trademark Office,Patent applications,2015,232.28329
Portugal,United States Patent and Trademark Office,Patent grants,2015,167.8905
Portugal,European Patent Office,Patent applications,2016,199.1286
Portugal,World Intellectual Property Organization,Patent applications,2016,214.16797
Portugal,United States Patent and Trademark Office,Patent applications,2016,217.36749
Portugal,United States Patent and Trademark Office,Patent grants,2016,161.1084
Portugal,European Patent Office,Patent applications,2017,219.68221
Portugal,World Intellectual Property Organization,Patent applications,2017,228.59642
Portugal,United States Patent and Trademark Office,Patent applications,2017,196.1805
Portugal,United States Patent and Trademark Office,Patent grants,2017,135.7417
Portugal,European Patent Office,Patent applications,2018,251.4881
Portugal,World Intellectual Property Organization,Patent applications,2018,243.31706
Portugal,United States Patent and Trademark Office,Patent applications,2018,182.8131
Portugal,United States Patent and Trademark Office,Patent grants,2018,110.0937
Portugal,European Patent Office,Patent applications,2019,294.99399
Portugal,World Intellectual Property Organization,Patent applications,2019,255.81087
Portugal,United States Patent and Trademark Office,Patent applications,2019,223.75771
Portugal,United States Patent and Trademark Office,Patent grants,2019,103.1038
Portugal,European Patent Office,Patent applications,2020,262.07269
Portugal,World Intellectual Property Organization,Patent applications,2020,240.67107
Portugal,United States Patent and Trademark Office,Patent applications,2020,190.2774
Portugal,United States Patent and Trademark Office,Patent grants,2020,81.437698
Portugal,European Patent Office,Patent applications,2021,295.0658
Portugal,World Intellectual Property Organization,Patent applications,2021,280.41364
Portugal,United States Patent and Trademark Office,Patent applications,2021,195.72031
Portugal,United States Patent and Trademark Office,Patent grants,2021,39.450802
Portugal,European Patent Office,Patent applications,2022,277.98129
Portugal,World Intellectual Property Organization,Patent applications,2022,255.1572
Portugal,United States Patent and Trademark Office,Patent applications,2022,118.521
Portugal,World Intellectual Property Organization,Patent applications,2023,260.05414
Portugal,World Intellectual Property Organization,Patent applications,2024,266.08258
Slovak Republic,European Patent Office,Patent applications,2009,31.356001
Slovak Republic,European Patent Office,Patent grants,2009,14.1714
Slovak Republic,World Intellectual Property Organization,Patent applications,2009,36.323811
Slovak Republic,United States Patent and Trademark Office,Patent applications,2009,28.2075
Slovak Republic,United States Patent and Trademark Office,Patent grants,2009,19.7036
Slovak Republic,European Patent Office,Patent applications,2010,45.9762
Slovak Republic,European Patent Office,Patent grants,2010,23.6429
Slovak Republic,World Intellectual Property Organization,Patent applications,2010,48.857574
Slovak Republic,United States Patent and Trademark Office,Patent applications,2010,28.618999
Slovak Republic,United States Patent and Trademark Office,Patent grants,2010,21.0595
Slovak Republic,European Patent Office,Patent applications,2011,56.992901
Slovak Republic,European Patent Office,Patent grants,2011,31.5
Slovak Republic,World Intellectual Property Organization,Patent applications,2011,55.202381
Slovak Republic,United States Patent and Trademark Office,Patent applications,2011,40.916698
Slovak Republic,United States Patent and Trademark Office,Patent grants,2011,27.4
Slovak Republic,European Patent Office,Patent applications,2012,44.358898
Slovak Republic,European Patent Office,Patent grants,2012,25.7451
Slovak Republic,World Intellectual Property Organization,Patent applications,2012,45.482712
Slovak Republic,United States Patent and Trademark Office,Patent applications,2012,36.173199
Slovak Republic,United States Patent and Trademark Office,Patent grants,2012,24.5494
Slovak Republic,European Patent Office,Patent applications,2013,51.549999
Slovak Republic,European Patent Office,Patent grants,2013,35.536499
Slovak Republic,World Intellectual Property Organization,Patent applications,2013,70.638458
Slovak Republic,United States Patent and Trademark Office,Patent applications,2013,59.266499
Slovak Republic,United States Patent and Trademark Office,Patent grants,2013,45.345901
Slovak Republic,European Patent Office,Patent applications,2014,53.773399
Slovak Republic,European Patent Office,Patent grants,2014,33.8806
Slovak Republic,World Intellectual Property Organization,Patent applications,2014,51.110752
Slovak Republic,United States Patent and Trademark Office,Patent applications,2014,47.7048
Slovak Republic,United States Patent and Trademark Office,Patent grants,2014,34.9786
Slovak Republic,European Patent Office,Patent applications,2015,60.969398
Slovak Republic,European Patent Office,Patent grants,2015,44.102798
Slovak Republic,World Intellectual Property Organization,Patent applications,2015,65.28611
Slovak Republic,United States Patent and Trademark Office,Patent applications,2015,57.980999
Slovak Republic,United States Patent and Trademark Office,Patent grants,2015,44.1726
Slovak Republic,European Patent Office,Patent applications,2016,66.520798
Slovak Republic,European Patent Office,Patent grants,2016,41.761902
Slovak Republic,World Intellectual Property Organization,Patent applications,2016,75.710121
Slovak Republic,United States Patent and Trademark Office,Patent applications,2016,63.339699
Slovak Republic,United States Patent and Trademark Office,Patent grants,2016,43.8391
Slovak Republic,European Patent Office,Patent applications,2017,81.941902
Slovak Republic,European Patent Office,Patent grants,2017,46.871399
Slovak Republic,World Intellectual Property Organization,Patent applications,2017,65.987175
Slovak Republic,United States Patent and Trademark Office,Patent applications,2017,66.918503
Slovak Republic,United States Patent and Trademark Office,Patent grants,2017,53.684299
Slovak Republic,European Patent Office,Patent applications,2018,64.212601
Slovak Republic,European Patent Office,Patent grants,2018,34.237099
Slovak Republic,World Intellectual Property Organization,Patent applications,2018,60.345886
Slovak Republic,United States Patent and Trademark Office,Patent applications,2018,61.0914
Slovak Republic,United States Patent and Trademark Office,Patent grants,2018,44.7453
Slovak Republic,European Patent Office,Patent applications,2019,73.469002
Slovak Republic,European Patent Office,Patent grants,2019,31.233299
Slovak Republic,World Intellectual Property Organization,Patent applications,2019,60.25238
Slovak Republic,United States Patent and Trademark Office,Patent applications,2019,54.2897
Slovak Republic,United States Patent and Trademark Office,Patent grants,2019,36.368999
Slovak Republic,European Patent Office,Patent applications,2020,82.362198
Slovak Republic,European Patent Office,Patent grants,2020,38.0933
Slovak Republic,World Intellectual Property Organization,Patent applications,2020,67.707451
Slovak Republic,United States Patent and Trademark Office,Patent applications,2020,69.558601
Slovak Republic,United States Patent and Trademark Office,Patent grants,2020,38.7631
Slovak Republic,European Patent Office,Patent applications,2021,81.8032
Slovak Republic,European Patent Office,Patent grants,2021,20.6607
Slovak Republic,World Intellectual Property Organization,Patent applications,2021,76.463997
Slovak Republic,United States Patent and Trademark Office,Patent applications,2021,81.440498
Slovak Republic,United States Patent and Trademark Office,Patent grants,2021,28.4694
Slovak Republic,European Patent Office,Patent applications,2022,65.716698
Slovak Republic,World Intellectual Property Organization,Patent applications,2022,66.150002
Slovak Republic,United States Patent and Trademark Office,Patent applications,2022,44.433498
Slovak Republic,World Intellectual Property Organization,Patent applications,2023,81.82666
Slovak Republic,World Intellectual Property Organization,Patent applications,2024,75.06076
Slovenia,European Patent Office,Patent applications,2009,143.6274
Slovenia,European Patent Office,Patent grants,2009,77.527397
Slovenia,World Intellectual Property Organization,Patent applications,2009,130.63214
Slovenia,United States Patent and Trademark Office,Patent applications,2009,61.368999
Slovenia,United States Patent and Trademark Office,Patent grants,2009,37.107101
Slovenia,European Patent Office,Patent applications,2010,124.2626
Slovenia,European Patent Office,Patent grants,2010,72.662598
Slovenia,World Intellectual Property Organization,Patent applications,2010,134.54237
Slovenia,United States Patent and Trademark Office,Patent applications,2010,56.700001
Slovenia,United States Patent and Trademark Office,Patent grants,2010,35.950001
Slovenia,European Patent Office,Patent applications,2011,127.8778
