Measure,Unit,Year,Value
Pest and disease inspection and control,"Euro, Millions",2020,1408.9333
Pest and disease inspection and control,"Euro, Millions",2021,1533.1111
Pest and disease inspection and control,"Euro, Millions",2022,1653.6738
Pest and disease inspection and control,"Euro, Millions",2023,1725.8229
Pest and disease inspection and control,"Euro, Millions",2024,1912.6183
Pest and disease inspection and control,"US dollar, Millions",2013,1116.9647
Pest and disease inspection and control,"US dollar, Millions",2014,1381.9317
Pest and disease inspection and control,"US dollar, Millions",2015,1213.8855
Pest and disease inspection and control,"US dollar, Millions",2016,1384.2365
Pest and disease inspection and control,"US dollar, Millions",2017,1440.0647
Pest and disease inspection and control,"US dollar, Millions",2018,1505.3433
Pest and disease inspection and control,"US dollar, Millions",2019,1506.0082
Pest and disease inspection and control,"US dollar, Millions",2020,1609.2788
Pest and disease inspection and control,"US dollar, Millions",2021,1813.2727
Pest and disease inspection and control,"US dollar, Millions",2022,1741.3985
Pest and disease inspection and control,"US dollar, Millions",2023,1866.0772
Pest and disease inspection and control,"US dollar, Millions",2024,2070.1797
Pest and disease inspection and control,"National currency, Millions",2013,1116.9647
Pest and disease inspection and control,"National currency, Millions",2014,1381.9317
Pest and disease inspection and control,"National currency, Millions",2015,1213.8855
Pest and disease inspection and control,"National currency, Millions",2016,1384.2365
Pest and disease inspection and control,"National currency, Millions",2017,1440.0647
Pest and disease inspection and control,"National currency, Millions",2018,1505.3433
Pest and disease inspection and control,"National currency, Millions",2019,1506.0082
Pest and disease inspection and control,"National currency, Millions",2020,1609.2788
Pest and disease inspection and control,"National currency, Millions",2021,1813.2727
Pest and disease inspection and control,"National currency, Millions",2022,1741.3985
Pest and disease inspection and control,"National currency, Millions",2023,1866.0772
Pest and disease inspection and control,"National currency, Millions",2024,2070.1797
Input control,"Euro, Millions",2013,313.4348
Input control,"Euro, Millions",2014,276.8649
Input control,"Euro, Millions",2015,319.9951
Input control,"Euro, Millions",2016,324.2789
Input control,"Euro, Millions",2017,313.8958
Input control,"Euro, Millions",2018,327.8658
Input control,"Euro, Millions",2019,358.5039
Input control,"Euro, Millions",2020,355.0184
Input control,"Euro, Millions",2021,358.1328
Input control,"Euro, Millions",2022,395.9585
Input control,"Euro, Millions",2023,436.2836
Input control,"Euro, Millions",2024,481.5312
Input control,"US dollar, Millions",2013,416.2784
Input control,"US dollar, Millions",2014,367.8154
Input control,"US dollar, Millions",2015,355.0389
Input control,"US dollar, Millions",2016,358.9455
Input control,"US dollar, Millions",2017,354.602
Input control,"US dollar, Millions",2018,387.1944
Input control,"US dollar, Millions",2019,401.3361
Input control,"US dollar, Millions",2020,405.5008
Input control,"US dollar, Millions",2021,423.5782
Input control,"US dollar, Millions",2022,416.9635
Input control,"US dollar, Millions",2023,471.7396
Input control,"US dollar, Millions",2024,521.1997
Input control,"National currency, Millions",2013,416.2784
Input control,"National currency, Millions",2014,367.8154
Input control,"National currency, Millions",2015,355.0389
Input control,"National currency, Millions",2016,358.9455
Input control,"National currency, Millions",2017,354.602
Input control,"National currency, Millions",2018,387.1944
Input control,"National currency, Millions",2019,401.3361
Input control,"National currency, Millions",2020,405.5008
Input control,"National currency, Millions",2021,423.5782
Input control,"National currency, Millions",2022,416.9635
Input control,"National currency, Millions",2023,471.7396
Input control,"National currency, Millions",2024,521.1997
Development and maintenance of infrastructure,"Euro, Millions",2013,17607.8406
Development and maintenance of infrastructure,"Euro, Millions",2014,13830.6441
Development and maintenance of infrastructure,"Euro, Millions",2015,15250.8412
Development and maintenance of infrastructure,"Euro, Millions",2016,17035.7074
Development and maintenance of infrastructure,"Euro, Millions",2017,17681.4981
Development and maintenance of infrastructure,"Euro, Millions",2018,16569.6049
Development and maintenance of infrastructure,"Euro, Millions",2019,16753.458
Development and maintenance of infrastructure,"Euro, Millions",2020,16247.2656
Development and maintenance of infrastructure,"Euro, Millions",2021,16021.3309
Development and maintenance of infrastructure,"Euro, Millions",2022,18364.4094
Development and maintenance of infrastructure,"Euro, Millions",2023,17975.0697
Development and maintenance of infrastructure,"Euro, Millions",2024,18807.5869
Development and maintenance of infrastructure,"US dollar, Millions",2013,23385.2946
Development and maintenance of infrastructure,"US dollar, Millions",2014,18374.0263
Development and maintenance of infrastructure,"US dollar, Millions",2015,16921.0128
Development and maintenance of infrastructure,"US dollar, Millions",2016,18856.8867
Development and maintenance of infrastructure,"US dollar, Millions",2017,19974.4445
Development and maintenance of infrastructure,"US dollar, Millions",2018,19567.942
Development and maintenance of infrastructure,"US dollar, Millions",2019,18755.0746
Development and maintenance of infrastructure,"US dollar, Millions",2020,18557.5719
Development and maintenance of infrastructure,"US dollar, Millions",2021,18949.077
Development and maintenance of infrastructure,"US dollar, Millions",2022,19338.6113
Development and maintenance of infrastructure,"US dollar, Millions",2023,19435.8697
Development and maintenance of infrastructure,"US dollar, Millions",2024,20356.9547
Development and maintenance of infrastructure,"National currency, Millions",2013,23385.2946
Development and maintenance of infrastructure,"National currency, Millions",2014,18374.0263
Development and maintenance of infrastructure,"National currency, Millions",2015,16921.0128
Development and maintenance of infrastructure,"National currency, Millions",2016,18856.8867
Development and maintenance of infrastructure,"National currency, Millions",2017,19974.4445
Development and maintenance of infrastructure,"National currency, Millions",2018,19567.942
Development and maintenance of infrastructure,"National currency, Millions",2019,18755.0746
Development and maintenance of infrastructure,"National currency, Millions",2020,18557.5719
Development and maintenance of infrastructure,"National currency, Millions",2021,18949.077
Development and maintenance of infrastructure,"National currency, Millions",2022,19338.6113
Development and maintenance of infrastructure,"National currency, Millions",2023,19435.8697
Development and maintenance of infrastructure,"National currency, Millions",2024,20356.9547
Hydrological infrastructure,"Euro, Millions",2013,6654.8949
Hydrological infrastructure,"Euro, Millions",2014,6406.1381
Hydrological infrastructure,"Euro, Millions",2015,6529.2757
Hydrological infrastructure,"Euro, Millions",2016,7326.2757
Hydrological infrastructure,"Euro, Millions",2017,7375.6712
Hydrological infrastructure,"Euro, Millions",2018,6491.8254
Hydrological infrastructure,"Euro, Millions",2019,6558.4377
Hydrological infrastructure,"Euro, Millions",2020,7045.1386
Hydrological infrastructure,"Euro, Millions",2021,5793.2691
Hydrological infrastructure,"Euro, Millions",2022,7768.5021
Hydrological infrastructure,"Euro, Millions",2023,8085.4236
Hydrological infrastructure,"Euro, Millions",2024,8349.3754
Hydrological infrastructure,"US dollar, Millions",2013,8838.4874
Hydrological infrastructure,"US dollar, Millions",2014,8510.5617
Hydrological infrastructure,"US dollar, Millions",2015,7244.319
Hydrological infrastructure,"US dollar, Millions",2016,8109.4813
Hydrological infrastructure,"US dollar, Millions",2017,8332.1523
Hydrological infrastructure,"US dollar, Millions",2018,7666.5475
Hydrological infrastructure,"US dollar, Millions",2019,7342.0059
Hydrological infrastructure,"US dollar, Millions",2020,8046.9336
Hydrological infrastructure,"US dollar, Millions",2021,6851.9341
Hydrological infrastructure,"US dollar, Millions",2022,8180.6085
Hydrological infrastructure,"US dollar, Millions",2023,8742.5107
Hydrological infrastructure,"US dollar, Millions",2024,9037.1964
Hydrological infrastructure,"National currency, Millions",2013,8838.4874
Hydrological infrastructure,"National currency, Millions",2014,8510.5617
Hydrological infrastructure,"National currency, Millions",2015,7244.319
Hydrological infrastructure,"National currency, Millions",2016,8109.4813
Hydrological infrastructure,"National currency, Millions",2017,8332.1523
Hydrological infrastructure,"National currency, Millions",2018,7666.5475
Hydrological infrastructure,"National currency, Millions",2019,7342.0059
Hydrological infrastructure,"National currency, Millions",2020,8046.9336
Hydrological infrastructure,"National currency, Millions",2021,6851.9341
Hydrological infrastructure,"National currency, Millions",2022,8180.6085
Hydrological infrastructure,"National currency, Millions",2023,8742.5107
Hydrological infrastructure,"National currency, Millions",2024,9037.1964
"Storage, marketing and other physical infrastructure","Euro, Millions",2013,3962.7988
"Storage, marketing and other physical infrastructure","Euro, Millions",2014,3429.3846
"Storage, marketing and other physical infrastructure","Euro, Millions",2015,4159.5702
"Storage, marketing and other physical infrastructure","Euro, Millions",2016,5265.9804
"Storage, marketing and other physical infrastructure","Euro, Millions",2017,5276.805
"Storage, marketing and other physical infrastructure","Euro, Millions",2018,5018.7096
"Storage, marketing and other physical infrastructure","Euro, Millions",2019,5475.627
"Storage, marketing and other physical infrastructure","Euro, Millions",2020,5734.3053
"Storage, marketing and other physical infrastructure","Euro, Millions",2021,5700.2435
"Storage, marketing and other physical infrastructure","Euro, Millions",2022,4149.0801
"Storage, marketing and other physical infrastructure","Euro, Millions",2023,4460.4574
"Storage, marketing and other physical infrastructure","Euro, Millions",2024,4273.699
"Storage, marketing and other physical infrastructure","US dollar, Millions",2013,5263.0654
"Storage, marketing and other physical infrastructure","US dollar, Millions",2014,4555.9413
"Storage, marketing and other physical infrastructure","US dollar, Millions",2015,4615.099
"Storage, marketing and other physical infrastructure","US dollar, Millions",2016,5828.9329
"Storage, marketing and other physical infrastructure","US dollar, Millions",2017,5961.104
"Storage, marketing and other physical infrastructure","US dollar, Millions",2018,5926.8654
